NO;OSM Feature Class;OSM MCE FieldName;OSM  Attribute Value;OSM Attribute definition;Mapping Description;DGIF Feature Alpha;DGIF Feature 531;DGIF Attribute Alpha;DGIF Attribute 531;DGIF AttributeValue Alpha;DGIF Value 531;DGIF Attribute Alpha;DGIF Attribute 531;DGIF AttributeValue Alpha;DGIF Value 531;
1510;sport_Polygon;sport;motor;Motorsport.;OK;Racetrack;AK130;racingType;RAY;motorVehicle;7;;;;;
1511;sport_Polygon;sport;multi;Use this to indicate that that this pitch can be used to practise different kinds of sport.;OK;SportsGround;AK040;;;;;;;;;
1512;sport_Polygon;sport;netball ;Netball is a sport played by two teams on a rectangular court;Generalization;SportsGround;AK040;;;;;;;;;
1513;sport_Polygon;sport;obstacle_course ;Obstacle course. A series of challenging physical obstacles an individual or team must navigate usually while being timed. ;Generalization;SportsGround;AK040;;;;;;;;;
1514;sport_Polygon;sport;orienteering ;Orienteering. Navigation sport with Map and compass.;not in DGIF;;;;;;;;;;;
1515;sport_Polygon;sport;paddle_tennis ;Paddle tennis ;Generalization;SportsGround;AK040;;;;;;;;;
1516;sport_Polygon;sport;parachuting ;Parachuting or skydiving take-off or landing site ;not in DGIF;;;;;;;;;;;
1517;sport_Polygon;sport;paragliding ;Paragliding. Paragliding take-off or landing site ;not in DGIF;;;;;;;;;;;
1518;sport_Polygon;sport;pelota;Pelota. Spanish Group name for a number of ball games (Baseball, Basque pelota, Bocce, Jai alai, Valencian pilota).;Generalization;SportsGround;AK040;;;;;;;;;
1519;sport_Polygon;sport;racquet ;Racquetball. Group name of sports that are played with a racquet;Generalization;SportsGround;AK040;;;;;;;;;
1520;sport_Polygon;sport;rc_car ;Radio-controlled car ;Generalization;Racetrack;AK130;racingType;RAY;other;999;;;;;
1521;sport_Polygon;sport;roller_skating ;Roller skating is a sport or recreational activity by travelling on surfaces with roller skates;not in DGIF;;;;;;;;;;;
1522;sport_Polygon;sport;rowing;Rowing ;not in DGIF;;;;;;;;;;;
1523;sport_Polygon;sport;rugby_league  ;Rugby league. One of the two codes of rugby football, split from rugby union in 1895, along with subsequent rule changes ;Generalization;SportsGround;AK040;;;;;;;;;
1524;sport_Polygon;sport;rugby_union ;Rugby union. Rugby union is a full contact team sport, a form of football which originated in England in the early 19th century;Generalization;SportsGround;AK040;;;;;;;;;
1525;sport_Polygon;sport;running;Running ;Generalization;SportsGround;AK040;;;;;;;;;
1526;sport_Polygon;sport;sailing ;Sailing ;not in DGIF;;;;;;;;;;;
1527;sport_Polygon;sport;scuba_diving ;Scuba diving ;not in DGIF;;;;;;;;;;;
1528;sport_Polygon;sport;shooting  ;Shooting sport;Generalization;Facility;AL010;featureFunction;FFN;shootingRange;914;;;;;
1529;sport_Polygon;sport;skateboard ;Skateboard ;Generalization;SportsGround;AK040;;;;;;;;;
1530;sport_Polygon;sport;soccer;Soccer. Association football, more commonly known as football or soccer, a team sport played between two teams of eleven players;Generalization;SportsGround;AK040;;;;;;;;;
1531;sport_Polygon;sport;surfing ;Surfing ;not in DGIF;;;;;;;;;;;
1532;sport_Polygon;sport;swimming ;Swimming ;OK;SwimmingPool;AK170;;;;;;;;;
1533;sport_Polygon;sport;table_tennis ;Table tennis ;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1534;sport_Polygon;sport;table_soccer ;Table Soccer or Table Football, also known as Foosball, Fussball, Kicker, or Tecball, is a table-top game and sport based off association football (soccer).;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1535;sport_Polygon;sport;taekwondo ;Taekwondo ;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1536;sport_Polygon;sport;tennis;Tennis;Generalization;SportsGround;AK040;;;;;;;;;
1537;sport_Polygon;sport;toboggan  ;Toboggan. public sledding run;Generalization;Racetrack;AK130;racingType;RAY;other;999;;;;;
1538;sport_Polygon;sport;volleyball ;Volleyball ;Generalization;SportsGround;AK040;;;;;;;;;
1539;sport_Polygon;sport;water_polo ;Water polo;not in DGIF;;;;;;;;;;;
1540;sport_Polygon;sport;weightlifting ;Olympic weightlifting ;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1541;sport_Polygon;sport;water_ski  ;Waterskiing either on a cable ski course, or pulled by a boat;not in DGIF;;;;;;;;;;;
1542;sport_Polygon;sport;wrestling ;Wrestling ;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
1543;tourism_Point;tourism;user-defined or "yes";;not in DGIF;;;;;;;;;;;
1544;tourism_Point;tourism;alpine_hut ;Alpine hut or a mountain hut is a remote building positioned in the mountains designed to provided lodging accommodation for mountaineers, climbers and hikers. The access is usually restricted to foot, mountain bike or ski. ;OK;Hut;AL099;;;;;;;;;
1545;tourism_Point;tourism;apartment ;This stands for a holiday apartment or holiday flat which is a place that can be rented for holiday purposes. They do not offer services like receptions, bars or breakfast like a hotel or a guesthouse would, although, normally these include a cooking facility;OK;Building;AL013;featureFunction;FFN;residence;563;;;;;
1546;tourism_Point;tourism;aquarium  ;Public aquarium is the aquatic counterpart of a zoo with living aquatic animals for public viewing;OK;Building;AL013;featureFunction;FFN;aquarium;906;;;;;
1547;tourism_Point;tourism;artwork  ;Artwork is used to tag public pieces of art. Typically, these are outdoors. ;not in DGIF;;;;;;;;;;;
1548;tourism_Point;tourism;attraction ;Attraction or tourist attraction is a general place of interest for visitors. Typically used for its natural or historical significance.;OK;GeneralLocation;ZD050;;;;;;;;;
1549;tourism_Point;tourism;camp_site ;Campsite, camp ground or camping pitch is an area where people can temporarily use a shelter, such as a tent, camper van or sometimes a caravan;OK;CampSite;AK060;;;;;;;;;
1550;tourism_Point;tourism;caravan_site  ;Caravan site, caravan park or RV park is an area where people with caravans, motorhomes, recreational vehicles can stay overnight, or longer, in allotted spaces known as "pitches" or "sites". ;OK;CampSite;AI020;;;;;;;;;
1551;tourism_Point;tourism;chalet ;Chalet is a type of accommodation used in the hospitality industry to describe one or more detached cottages with self-contained cooking facilities and/or bathroom and toilet facilities;OK;Building;AL013;featureFunction;FFN;vacationCottage;557;;;;;
1552;tourism_Point;tourism;gallery;Art gallery or art museum is an area or typically a building that displays a variety of visual art exhibitions; The most common exhibits being paintings, sculpture or photography;OK;Building;AL013;featureFunction;FFN;culturalArtsEntertainment;890;;;;;
1553;tourism_Point;tourism;guest_house ;Guest houses, similar to a Hostel, provides lodging accommodation without a hotel license that is typically owner-operated. They usually offer a private room served with breakfast, but the staff is not convenient around-the-clock. These range from custom-built guest houses to family-based homes, frequently refer to as a bed and breakfast. ;OK;Building;AL013;featureFunction;FFN;guestHouse;554;;;;;
1554;tourism_Point;tourism;hostel;Hostels provide inexpensive accommodation, typically with them having shared bedrooms, bathrooms, kitchens, and lounges;OK;Building;AL013;featureFunction;FFN;hostel;555;;;;;
1555;tourism_Point;tourism;hotel;Hotels provide accommodation for guests with usually numbered rooms. Some facilities provided may include a basic bed, storage for clothing and additional guest facilities may include swimming pool, childcare, and conference facilities.;OK;Building;AL013;featureFunction;FFN;hotel;551;;;;;
1556;tourism_Point;tourism;information  ;Information, visitor center or centre, visitor information center or tourist information center is an information source for tourists, travellers and visitors;OK;Building;AL013;featureFunction;FFN;informationService;632;;;;;
1557;tourism_Point;tourism;motel ;Motel is an abbreviation which is shortened by the term "motor hotel". It's an establishment that provides accommodation designed for motorists usually on a short-term basis, with convenient parking for motor cars at or close to the room;OK;Building;AL013;featureFunction;FFN;motel;553;;;;;
1558;tourism_Point;tourism;museum;Museum is an institution which has exhibitions on scientific, historical, artistic, or cultural artifacts. Typically these are open to the public as a tourist attraction. ;OK;Building;AL013;featureFunction;FFN;museum;905;;;;;
1559;tourism_Point;tourism;picnic_site ;Picnic site is an area that is suitable for eating outdoors and may have a number of facilities within it. For example they might include: toilets, water taps for drinking or cleaning, BBQ grills, benches, table with benches (picnic tables) and covered structures for bad weather. They also may be used on a grassy area that is popular for picnics. ;OK;PicnicSite;AK061;;;;;;;;;
1560;tourism_Point;tourism;sleeping_pods;Sleeping pods are facilities for relaxing when having to wait for departure on a journey;not in DGIF;;;;;;;;;;;
1561;tourism_Point;tourism;theme_park ;Theme park or amusement park is an area where entertainment is provided by rides, game concessions, etc., catering to large numbers to people;OK;AmusementPark;AK030;;;;;;;;;
1562;tourism_Point;tourism;wilderness_hut;Wilderness hut or backcountry hut is a remote building, with generally a fireplace, intended to provide temporary shelter and sleeping accommodation;OK;Hut;AL099;;;;;;;;;
1563;tourism_Point;tourism;viewpoint ; Viewpoint, also known as a overlook, observation point, lookout, viewing point,  scenic area or vista point is a place for visitors, often high, with good a scenery view of the surrounding countryside or notable buildings. ;OK;Lookout;AK121;;;;;;;;;
1564;tourism_Point;tourism;zoo;Zoo is an abbreviation for a zoological garden or park that has confined animals on display for viewing by the public;OK;Zoo;AK180;;;;;;;;;
1565;tourism_Line;tourism;user-defined or "yes";;not in DGIF;;;;;;;;;;;
1566;tourism_Line;tourism;artwork  ;Artwork is used to tag public pieces of art. Typically, these are outdoors. ;not in DGIF;;;;;;;;;;;
1567;tourism_Polygon;tourism;user-defined or "yes";;not in DGIF;;;;;;;;;;;
1568;tourism_Polygon;tourism;alpine_hut ;Alpine hut or a mountain hut is a remote building positioned in the mountains designed to provided lodging accommodation for mountaineers, climbers and hikers. The access is usually restricted to foot, mountain bike or ski. ;OK;Hut;AL099;;;;;;;;;
1569;tourism_Polygon;tourism;apartment ;This stands for a holiday apartment or holiday flat which is a place that can be rented for holiday purposes. They do not offer services like receptions, bars or breakfast like a hotel or a guesthouse would, although, normally these include a cooking facility;OK;Building;AL013;featureFunction;FFN;residence;563;;;;;
1570;tourism_Polygon;tourism;aquarium  ;Public aquarium is the aquatic counterpart of a zoo with living aquatic animals for public viewing;OK;Building;AL013;featureFunction;FFN;aquarium;906;;;;;
1571;tourism_Polygon;tourism;artwork  ;Artwork is used to tag public pieces of art. Typically, these are outdoors. ;not in DGIF;;;;;;;;;;;
1572;tourism_Polygon;tourism;attraction ;Attraction or tourist attraction is a general place of interest for visitors. Typically used for its natural or historical significance.;OK;GeneralLocation;ZD050;;;;;;;;;
1573;tourism_Polygon;tourism;camp_site ;Campsite, camp ground or camping pitch is an area where people can temporarily use a shelter, such as a tent, camper van or sometimes a caravan;OK;CampSite;AK060;;;;;;;;;
1574;tourism_Polygon;tourism;caravan_site  ;Caravan site, caravan park or RV park is an area where people with caravans, motorhomes, recreational vehicles can stay overnight, or longer, in allotted spaces known as "pitches" or "sites". ;OK;CampSite;AI020;;;;;;;;;
1575;tourism_Polygon;tourism;chalet ;Chalet is a type of accommodation used in the hospitality industry to describe one or more detached cottages with self-contained cooking facilities and/or bathroom and toilet facilities;OK;Building;AL013;featureFunction;FFN;vacationCottage;557;;;;;
1576;tourism_Polygon;tourism;gallery;Art gallery or art museum is an area or typically a building that displays a variety of visual art exhibitions; The most common exhibits being paintings, sculpture or photography;OK;Building;AL013;featureFunction;FFN;culturalArtsEntertainment;890;;;;;
1577;tourism_Polygon;tourism;guest_house ;Guest houses, similar to a Hostel, provides lodging accommodation without a hotel license that is typically owner-operated. They usually offer a private room served with breakfast, but the staff is not convenient around-the-clock. These range from custom-built guest houses to family-based homes, frequently refer to as a bed and breakfast. ;OK;Building;AL013;featureFunction;FFN;guestHouse;554;;;;;
1578;tourism_Polygon;tourism;hostel;Hostels provide inexpensive accommodation, typically with them having shared bedrooms, bathrooms, kitchens, and lounges;OK;Building;AL013;featureFunction;FFN;hostel;555;;;;;
1579;tourism_Polygon;tourism;hotel;Hotels provide accommodation for guests with usually numbered rooms. Some facilities provided may include a basic bed, storage for clothing and additional guest facilities may include swimming pool, childcare, and conference facilities.;OK;Building;AL013;featureFunction;FFN;hotel;551;;;;;
